Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
184,1,0,3,1,0,0,0,2,0,0,1,1,0,0,48050
19,2,3,2,1,0,0,1,1,1,0,0,1,0,0,46425
249,3,1,5,0,0,1,1,1,0,1,1,0,1,1,50225
187,3,2,1,1,0,0,0,2,0,0,1,1,1,1,50125
65,3,4,3,0,1,0,0,1,0,1,1,0,1,0,35375
151,3,3,1,0,0,1,0,3,1,0,0,0,0,0,23525
77,3,0,4,0,1,0,0,1,0,1,0,1,1,0,26625
39,3,4,3,1,0,0,0,2,0,1,0,0,1,0,35475
188,1,1,2,1,0,0,0,3,1,1,0,1,0,0,40900
235,2,1,1,1,0,0,0,2,1,1,1,1,0,1,50575
185,3,3,5,0,1,0,0,3,0,1,1,0,0,0,47125
39,3,4,2,0,1,0,1,2,0,1,1,1,1,1,56425
40,3,1,5,1,0,0,0,2,0,1,1,1,1,0,51950
228,3,0,1,0,1,0,0,2,1,0,0,0,1,1,24700
94,2,4,4,0,1,0,1,1,0,0,1,1,1,0,54050
131,1,0,4,0,1,0,0,3,1,0,1,1,0,1,42725
5,1,4,5,1,0,0,1,3,1,1,0,1,1,1,57325
24,3,3,4,0,0,1,0,3,0,0,1,0,0,0,35600
145,1,0,5,1,0,0,1,1,1,1,1,1,1,0,62575
150,2,2,2,0,0,1,1,3,0,0,1,0,0,0,49000
129,2,1,2,1,0,0,1,1,0,1,0,0,1,0,44225
151,1,2,3,0,0,1,0,3,1,0,1,1,0,1,38475
153,3,4,2,1,0,0,0,2,0,0,0,0,0,1,35825
96,3,1,3,0,0,1,0,2,0,1,1,0,0,1,32400
221,2,2,5,1,0,0,0,3,0,1,0,1,0,1,47475
132,3,4,5,0,1,0,0,2,0,0,1,1,1,0,46250
173,1,0,1,0,1,0,0,2,0,0,0,1,0,1,24525
10,3,3,5,0,0,1,0,1,0,1,0,0,1,0,19000
231,2,2,3,0,1,0,1,2,1,0,1,0,0,1,54025
131,2,3,3,0,1,0,1,1,0,0,0,1,1,1,41225
32,1,1,3,0,0,1,0,1,1,0,0,0,0,0,11550
24,1,3,4,0,1,0,1,1,0,1,0,0,0,1,35100
160,2,3,5,0,0,1,1,3,0,1,1,0,1,0,55000
241,2,3,3,0,1,0,1,2,0,0,0,0,1,0,43025
152,2,1,2,0,1,0,1,1,0,0,1,1,1,0,50750
211,1,2,1,0,1,0,0,3,0,0,0,0,0,1,26025
220,1,4,5,0,1,0,0,1,0,1,0,0,0,1,27000
119,3,0,3,1,0,0,0,3,1,1,1,0,1,0,49975
210,2,4,2,1,0,0,1,2,0,0,0,1,1,1,55200
197,3,3,1,1,0,0,1,2,1,1,1,1,1,0,67625
168,1,2,4,1,0,0,1,3,1,0,0,0,0,1,52950
77,3,4,4,0,0,1,1,2,0,1,1,0,0,1,50425
20,3,0,4,1,0,0,0,2,0,1,0,0,1,0,33250
82,1,4,5,1,0,0,1,2,1,1,1,1,0,1,67500
90,3,0,1,1,0,0,0,1,0,0,0,0,0,0,26500
62,2,0,5,1,0,0,1,1,0,0,1,0,0,1,56050
178,1,1,4,0,0,1,1,3,0,0,1,0,0,0,49950
92,2,4,1,0,0,1,0,2,0,1,0,1,1,0,23250
45,3,3,4,0,0,1,0,2,1,0,0,0,0,0,21125
134,3,1,3,0,1,0,1,1,0,1,1,0,0,0,49850
121,1,4,4,0,1,0,1,2,0,1,0,1,1,1,46225
194,1,4,5,0,1,0,0,3,1,1,1,0,0,0,45350
199,1,1,2,0,1,0,1,2,1,0,1,1,0,1,54175
222,3,2,4,0,0,1,1,3,1,0,0,0,0,0,43300
210,2,2,2,0,1,0,1,3,0,0,1,1,1,1,59950
179,1,1,3,1,0,0,1,3,0,1,1,1,0,0,68425
237,2,2,5,1,0,0,0,3,0,1,0,1,0,0,47875
160,1,3,4,0,1,0,0,3,1,0,0,1,0,0,33950
245,1,2,5,1,0,0,1,3,0,0,0,0,0,0,55875
139,1,0,1,0,0,1,0,1,0,0,1,1,0,1,26925
240,1,1,4,1,0,0,0,3,1,0,1,0,1,0,50750
116,1,2,4,0,1,0,0,1,1,1,1,0,0,1,33650
33,2,1,3,0,0,1,0,2,1,0,0,1,1,1,21025
24,2,1,3,0,0,1,1,2,1,0,1,0,0,1,43100
43,2,4,3,1,0,0,1,3,0,0,0,0,1,0,51325
90,1,4,1,0,1,0,1,1,1,1,1,1,1,1,50200
214,1,1,4,0,0,1,1,3,1,0,1,1,0,1,55550
180,2,3,5,0,1,0,0,1,1,0,1,0,1,0,37500
40,1,1,2,0,1,0,0,1,0,0,1,1,1,1,31450
172,2,1,2,1,0,0,0,1,0,0,1,1,0,0,45250
11,3,2,4,1,0,0,0,3,0,1,1,1,1,0,54225
144,1,4,1,0,0,1,0,3,0,1,0,1,1,0,26550
140,2,1,2,0,0,1,0,2,0,1,0,1,0,0,23450
168,1,0,4,1,0,0,0,3,1,1,1,0,1,0,49450
107,3,3,3,0,1,0,1,1,1,0,0,1,1,1,42375
80,1,0,2,0,1,0,1,3,1,0,1,0,1,0,49500
44,2,2,4,0,1,0,1,1,0,1,0,0,1,0,36350
150,3,1,2,0,0,1,0,2,1,0,0,1,0,0,24200
16,2,0,2,0,1,0,0,3,0,0,1,1,1,1,38600
50,3,1,5,0,0,1,0,3,1,1,1,1,0,0,41950
81,2,4,3,0,1,0,0,2,0,1,1,0,1,1,37775
141,1,4,4,1,0,0,1,2,1,1,0,0,1,1,51525
152,1,0,4,0,1,0,0,3,0,0,1,1,1,0,43000
155,3,0,1,1,0,0,0,3,0,1,0,0,0,0,36375
117,3,0,4,0,0,1,0,3,1,0,1,1,1,0,40375
111,2,0,3,1,0,0,0,3,1,1,1,1,0,1,52725
98,1,3,3,1,0,0,1,2,1,1,1,0,1,1,60200
18,3,0,4,0,0,1,1,3,1,0,1,1,0,0,52900
29,2,1,2,0,1,0,0,1,1,1,0,0,0,1,17975
10,1,1,4,0,1,0,1,3,1,0,1,1,0,0,55450
135,3,1,1,0,0,1,0,2,0,0,1,0,1,1,29625
5,1,1,3,0,0,1,0,3,0,0,1,1,0,1,33825
35,2,0,5,0,0,1,1,2,1,1,1,0,1,0,46375
30,3,0,2,0,1,0,0,2,1,0,0,0,0,1,21000
83,1,0,4,0,0,1,0,3,0,1,0,0,1,0,21325
97,1,1,4,0,0,1,1,1,1,0,0,0,0,1,29425
87,2,2,5,0,0,1,0,1,1,0,1,1,0,0,33875
100,2,1,2,0,0,1,0,3,0,1,1,0,1,0,33250
123,1,3,4,0,1,0,1,1,1,0,0,1,1,0,41025
206,2,1,1,0,0,1,1,2,0,0,1,0,1,1,44900
39,3,1,5,0,0,1,0,3,1,0,1,1,0,0,40425
245,3,2,3,0,0,1,1,1,0,0,1,1,0,0,51575
89,2,1,1,0,1,0,0,3,1,1,0,0,0,0,25225
83,3,0,2,0,1,0,0,3,0,0,0,0,0,1,25575
61,2,0,1,0,1,0,1,2,0,1,0,0,0,0,35025
22,2,1,1,0,1,0,1,3,1,0,0,0,0,0,37300
244,2,1,5,0,1,0,0,1,1,0,0,1,0,0,30300
27,3,3,1,0,1,0,1,1,0,1,0,1,0,1,38875
9,1,3,3,1,0,0,0,2,0,1,0,0,1,1,30975
198,1,4,2,0,0,1,0,3,1,1,0,0,1,1,24950
31,2,2,4,0,0,1,1,2,1,0,1,1,0,0,49725
112,2,0,5,1,0,0,0,2,0,0,1,1,1,0,50250
92,3,4,1,0,1,0,1,1,1,0,1,0,0,0,47550
92,1,0,3,1,0,0,0,1,1,0,1,1,1,0,42500
85,1,3,2,0,1,0,1,3,0,1,1,0,1,1,52875
30,3,1,2,0,0,1,1,1,1,1,1,1,1,1,45700
131,2,0,5,0,1,0,0,2,0,1,1,1,1,0,42975
19,2,3,4,0,0,1,1,2,0,1,1,0,0,1,46725
44,3,2,1,0,1,0,0,1,0,1,1,1,0,1,35300
142,3,3,4,0,1,0,0,2,1,0,1,0,1,0,40300
237,1,4,4,1,0,0,0,3,1,0,1,0,1,1,52925
213,2,2,4,0,0,1,1,1,0,0,0,1,1,0,38775
61,3,4,4,1,0,0,1,1,0,0,1,0,1,0,59275
63,2,1,1,0,0,1,1,2,0,0,1,0,1,0,41325
215,2,4,3,0,1,0,1,3,0,0,1,1,1,1,62825
217,1,1,3,1,0,0,0,3,0,1,0,1,0,1,42625
54,2,1,2,0,1,0,1,1,0,0,1,1,0,0,48300
241,1,0,3,1,0,0,0,2,0,0,0,0,0,1,33275
89,3,0,1,0,0,1,0,1,1,1,1,0,1,0,25725
91,3,3,3,0,0,1,0,3,1,1,1,1,0,1,41975
95,2,0,4,0,1,0,1,2,1,0,1,0,0,1,50375
123,1,3,1,0,1,0,1,1,0,0,0,0,0,1,32575
23,3,3,1,0,0,1,1,3,1,0,0,0,1,0,35325
40,2,0,3,0,0,1,1,1,0,0,1,1,0,0,43450
86,3,2,4,1,0,0,1,1,1,1,1,0,0,0,59900
27,2,4,3,0,1,0,0,2,1,0,1,0,0,1,35425
116,2,4,1,1,0,0,0,1,0,1,1,1,0,1,46100
159,1,0,1,0,1,0,1,3,0,1,1,1,0,1,55675
19,1,2,3,0,0,1,0,1,1,1,0,0,0,1,13225
8,3,3,2,0,0,1,1,2,1,1,1,0,0,1,45700
143,1,0,4,0,1,0,1,2,0,0,1,0,1,0,49825
213,1,2,5,0,0,1,1,1,0,1,1,1,0,1,51525
7,2,0,1,0,1,0,0,1,1,0,1,0,0,1,25925
81,2,0,3,1,0,0,1,2,0,0,0,0,0,0,45775
131,2,1,5,1,0,0,1,2,1,0,1,0,1,0,62275
164,1,1,5,0,1,0,0,2,1,0,1,1,1,1,42050
5,2,1,4,1,0,0,0,1,0,1,1,1,0,1,44825
165,3,2,2,0,0,1,1,3,1,0,0,0,1,0,39375
23,3,0,1,0,1,0,1,3,0,0,0,1,0,0,42275
67,2,2,2,1,0,0,1,3,1,0,1,0,1,1,61175
143,3,0,5,1,0,0,0,1,0,0,0,1,1,0,37275
18,2,1,3,0,0,1,1,3,0,1,1,1,1,0,51900
66,2,1,4,0,0,1,0,2,0,0,1,1,0,1,34600
226,2,0,5,0,1,0,0,1,0,1,0,0,0,0,25650
14,3,4,3,0,0,1,1,3,1,1,1,1,0,1,55800
7,3,1,3,0,0,1,1,3,0,0,1,1,1,1,51875
116,3,2,4,0,1,0,1,1,0,0,0,1,1,1,42850
85,1,3,5,1,0,0,1,2,0,0,0,1,1,0,53575
133,2,4,3,0,0,1,1,3,1,0,0,0,0,0,39825
49,1,3,4,0,0,1,1,2,0,1,0,1,0,0,38675
156,3,4,3,0,0,1,0,1,0,0,0,0,0,0,19650
120,3,0,4,0,0,1,0,3,0,0,1,0,0,0,35750
79,3,2,3,0,1,0,0,2,1,0,0,1,0,0,29425
150,3,2,4,0,1,0,1,2,1,0,0,1,1,0,47450
152,2,2,1,1,0,0,0,2,1,1,1,0,0,1,44800
124,2,2,5,0,1,0,1,1,1,1,1,0,1,1,51600
201,2,1,2,0,0,1,0,1,1,0,1,1,0,1,32225
10,3,4,4,0,0,1,1,1,1,1,1,0,1,0,45500
3,1,2,4,0,0,1,1,1,1,0,0,0,1,1,27825
35,1,0,3,0,1,0,1,2,1,1,0,0,0,1,35625
11,2,0,4,0,1,0,1,2,0,0,0,1,1,1,40725
186,2,3,5,0,1,0,0,1,1,1,1,1,0,1,43350
58,1,4,3,0,1,0,0,1,0,0,0,0,0,0,19200
100,2,4,3,1,0,0,0,1,0,0,1,0,1,0,42500
237,1,0,3,0,1,0,1,1,1,0,1,0,0,0,47675
205,2,3,5,0,1,0,0,2,1,0,0,0,1,0,29875
7,3,3,5,0,1,0,0,1,0,0,1,1,0,1,38875
237,3,1,3,1,0,0,1,2,0,1,1,1,1,1,69375
12,3,2,4,1,0,0,1,1,1,0,1,1,0,1,61250
68,1,2,2,1,0,0,1,3,1,0,1,0,1,0,59700
203,2,0,5,1,0,0,0,2,0,1,1,1,1,1,53775
206,1,4,1,0,1,0,0,3,0,1,1,1,0,0,44850
44,1,3,1,0,0,1,0,2,0,1,0,1,0,1,19800
167,3,2,3,0,0,1,0,2,0,1,0,1,0,1,27625
139,1,2,2,1,0,0,1,2,1,0,1,1,1,0,62425
40,2,1,2,0,0,1,1,2,1,1,0,1,1,1,36200
77,3,3,4,1,0,0,1,2,1,1,0,0,1,0,52175
221,1,1,4,0,0,1,0,1,1,0,0,1,1,0,21975
234,2,4,1,1,0,0,0,3,1,1,1,1,0,0,56300
47,3,3,1,1,0,0,0,1,1,1,1,1,0,1,45375
230,1,2,4,0,0,1,1,3,0,0,0,1,1,1,44700
66,1,4,5,0,0,1,1,1,1,0,1,0,0,1,43900
11,1,4,5,0,1,0,1,2,0,0,0,0,0,1,39025
226,2,2,4,0,0,1,1,2,1,0,1,0,0,1,50150
32,2,3,5,0,1,0,1,3,1,1,1,1,0,0,61500
192,3,0,4,0,1,0,0,2,0,0,1,1,1,1,43500
112,3,3,5,0,0,1,1,1,0,1,1,1,0,1,52750
209,1,3,3,0,1,0,0,3,0,1,0,0,0,1,30475
132,3,3,4,0,0,1,0,3,0,1,0,0,1,0,27800
12,1,0,3,1,0,0,1,3,1,0,0,1,0,0,50750
75,2,2,2,1,0,0,0,2,1,0,0,1,1,0,35575
143,2,4,3,0,0,1,1,2,0,1,1,1,0,1,53775
136,2,3,2,1,0,0,0,2,1,0,0,1,0,1,37850
41,1,3,3,0,0,1,1,2,0,0,0,1,1,0,35975
63,3,1,2,1,0,0,1,2,1,1,0,0,1,0,47825
125,3,0,1,0,0,1,0,3,1,0,1,1,0,0,36825
199,3,4,4,1,0,0,1,3,1,1,1,0,1,1,71225
62,2,0,3,0,0,1,1,1,0,1,1,1,0,0,45250
8,1,3,4,0,1,0,1,1,1,0,1,0,0,0,45450
245,1,0,3,0,1,0,0,3,0,1,1,0,0,1,40875
21,3,4,2,1,0,0,1,3,1,0,1,1,0,0,67475
167,2,3,4,1,0,0,0,3,0,0,1,0,1,1,51675
49,2,4,4,1,0,0,1,3,0,0,1,1,1,1,68925
242,1,2,1,1,0,0,0,3,0,1,1,1,1,1,53250
189,2,1,3,0,0,1,1,2,1,0,1,1,0,1,51675
201,1,2,1,1,0,0,1,1,0,1,0,0,0,0,44025
232,1,3,1,0,0,1,1,3,1,0,0,0,1,0,37550
219,3,0,1,0,1,0,1,2,1,0,0,0,1,1,39475
59,1,2,4,0,0,1,1,1,1,0,0,1,0,1,33675
165,2,4,1,0,1,0,1,2,1,1,1,1,0,0,57075
63,3,2,5,0,0,1,0,2,0,1,0,1,0,0,27525
200,2,2,1,0,1,0,1,2,1,1,1,0,0,0,52000
168,1,2,3,0,1,0,0,3,0,1,1,1,1,0,44900
26,3,1,3,0,0,1,1,3,1,0,0,0,0,0,36400
73,2,2,1,1,0,0,0,3,0,0,1,1,1,0,49275
98,2,1,2,0,1,0,1,3,0,1,1,1,0,0,57650
248,2,2,1,1,0,0,1,2,0,1,1,1,1,0,66400
69,3,2,5,1,0,0,0,2,0,1,0,1,0,1,41675
149,1,3,4,1,0,0,0,1,0,1,0,1,0,1,36675
32,2,1,5,0,1,0,1,3,1,0,0,0,1,0,42550
191,2,2,1,0,0,1,1,1,0,0,1,1,1,0,46225
223,1,0,1,0,0,1,0,1,1,0,0,1,0,1,17525
218,3,0,2,0,1,0,0,1,0,0,1,0,0,0,33700
68,1,3,5,0,0,1,1,1,1,0,0,0,0,0,31450
182,3,1,2,1,0,0,0,3,1,1,1,0,0,1,51050
115,3,3,3,0,1,0,1,1,1,0,1,1,1,1,54325
89,3,0,5,0,0,1,0,2,0,0,1,0,1,1,32725
186,1,4,2,1,0,0,0,3,1,1,1,0,1,1,50400
103,1,1,3,0,1,0,1,2,0,1,0,0,1,0,37825
116,2,2,3,0,0,1,0,3,1,1,0,0,0,1,24150
161,1,4,2,0,1,0,1,2,1,0,1,1,1,1,55475
241,3,2,4,0,0,1,0,1,0,1,0,1,1,0,27225
179,2,3,3,0,1,0,1,3,0,1,0,0,1,1,46225
217,3,1,2,0,1,0,0,3,1,1,1,1,0,1,47375
119,3,1,1,0,0,1,1,2,1,1,0,0,1,1,33975
204,1,1,1,1,0,0,0,3,0,1,1,0,0,0,47100
142,1,1,1,1,0,0,1,2,1,0,1,0,0,0,56050
36,1,3,5,0,1,0,0,3,1,0,1,0,0,1,39400
138,2,2,2,0,0,1,1,2,1,0,0,1,1,0,38150
161,1,4,3,0,0,1,1,3,1,0,1,0,0,0,50775
5,2,4,4,0,1,0,0,1,0,0,1,0,1,0,32375
3,2,3,3,1,0,0,1,3,1,1,1,1,1,1,67275
198,1,4,3,0,1,0,1,1,0,0,1,0,1,0,49450
6,1,0,2,0,0,1,1,1,1,1,1,1,1,0,41350
42,2,2,3,1,0,0,1,3,0,1,1,0,0,1,62800
156,1,2,4,0,0,1,0,1,0,0,1,0,1,0,28150
65,2,1,4,0,1,0,1,3,1,0,0,0,0,0,42125
115,2,3,5,1,0,0,1,3,0,0,0,0,0,0,54875
244,1,4,4,1,0,0,1,1,1,0,0,0,1,0,49350
40,1,0,1,1,0,0,1,3,0,0,1,1,0,1,60450
144,2,3,3,1,0,0,1,2,0,1,1,1,0,1,67050
101,1,4,4,1,0,0,0,1,1,0,1,0,0,0,42525
100,2,1,2,0,1,0,1,3,0,0,0,1,0,1,44700
184,3,0,4,0,0,1,0,2,0,0,0,1,0,1,26550
226,1,0,2,1,0,0,1,2,1,0,0,1,0,1,51350
159,3,0,2,0,0,1,0,2,1,1,0,1,1,0,24925
63,2,0,4,1,0,0,1,3,0,0,1,1,1,0,66275
242,3,2,4,0,1,0,0,1,1,0,1,1,1,1,43000
126,1,1,3,0,0,1,0,2,1,1,1,0,0,1,30400
35,1,3,5,1,0,0,0,3,1,1,0,1,0,0,42325
202,3,0,5,0,0,1,1,2,0,0,0,0,1,1,38800
142,3,1,4,0,1,0,1,2,0,0,1,1,1,0,58000
148,2,3,3,0,0,1,0,1,0,0,1,0,1,1,28950
171,2,2,4,1,0,0,1,3,0,0,1,0,0,1,66025
99,2,2,3,1,0,0,0,2,1,1,0,0,0,1,34225
69,2,2,3,0,1,0,0,2,0,0,0,0,1,1,22975
179,3,3,4,0,0,1,1,1,0,0,1,0,0,0,47475
190,3,1,1,1,0,0,1,1,1,1,0,0,1,1,46250
173,2,4,3,0,1,0,1,1,1,0,1,0,0,0,50575
104,3,4,2,1,0,0,0,1,0,0,0,0,0,0,31100
106,2,1,3,0,0,1,0,1,0,1,1,0,1,0,27650
143,3,0,4,0,1,0,0,3,1,0,1,1,1,0,46025
217,2,0,5,0,1,0,1,2,1,1,0,0,1,0,44175
97,1,0,3,0,1,0,1,3,0,1,0,1,0,1,44875
38,2,2,2,1,0,0,1,3,1,0,1,1,0,0,64900
233,2,3,4,1,0,0,1,3,0,1,0,1,1,0,62275
72,3,2,1,0,0,1,1,2,1,1,0,0,0,1,33550
131,1,2,2,0,1,0,1,2,0,0,0,1,1,1,41225
148,1,0,4,0,1,0,0,3,1,0,1,0,1,1,38700
189,1,1,4,1,0,0,1,1,1,1,1,0,0,0,58725
36,2,3,4,0,0,1,0,3,1,1,0,1,0,1,28600
62,3,3,2,0,0,1,1,2,0,1,0,0,0,0,35050
57,3,3,2,0,0,1,0,3,0,0,1,0,0,0,33925
150,2,1,2,1,0,0,1,3,0,0,0,1,0,0,54950
24,2,4,2,0,0,1,1,3,1,1,0,0,1,1,37100
187,1,1,3,1,0,0,0,1,0,0,0,1,0,1,33625
166,1,4,5,1,0,0,0,1,1,1,1,1,0,1,51100
70,2,0,1,0,0,1,0,3,1,0,0,0,1,0,17750
81,1,3,3,0,1,0,1,2,0,1,1,1,1,1,54975
98,3,1,5,0,1,0,1,3,0,1,0,1,0,0,51150
161,3,1,5,1,0,0,1,1,0,1,0,1,1,0,54725
107,1,1,5,0,0,1,0,3,0,0,0,1,1,0,27125
86,2,2,5,0,1,0,1,1,0,0,0,0,1,0,37400
78,3,2,2,0,0,1,0,1,0,1,1,0,1,0,27950
135,1,0,1,0,1,0,1,2,0,0,0,1,0,1,38575
183,2,2,1,1,0,0,0,2,0,1,1,0,1,0,45325
211,2,3,3,0,1,0,1,3,1,0,0,0,0,0,46025
32,2,0,1,0,0,1,0,3,0,1,0,1,0,1,22250
95,1,3,4,0,0,1,1,1,0,1,0,0,0,0,31875
195,2,4,2,0,1,0,0,2,0,1,1,0,1,1,39375
120,2,0,1,0,1,0,0,2,1,0,0,0,1,0,20500
154,3,4,5,0,1,0,1,1,0,1,0,0,1,0,43350
243,1,3,4,0,1,0,1,3,0,0,0,0,0,1,46325
161,2,3,1,1,0,0,1,3,1,0,1,0,0,1,63025
16,1,4,2,0,1,0,1,2,1,1,1,1,1,1,53100
141,3,2,5,0,1,0,0,1,0,1,1,1,1,1,42725
85,1,1,1,0,0,1,1,2,1,1,0,1,1,1,34575
108,2,2,3,0,1,0,1,1,1,1,0,0,0,1,36950
21,2,3,1,0,0,1,1,1,0,0,0,0,0,1,26525
191,1,1,5,0,0,1,0,2,1,1,1,0,0,1,34525
146,1,3,3,1,0,0,0,1,0,0,0,0,1,0,29650
244,3,4,2,1,0,0,1,3,1,0,0,1,1,1,61300
122,3,3,3,0,0,1,1,3,1,0,0,0,1,1,40300
83,3,3,3,0,0,1,1,1,1,0,0,1,1,1,36775
161,3,3,4,0,0,1,0,2,0,1,1,0,0,1,36775
6,1,3,2,1,0,0,1,1,0,0,0,1,1,0,44350
183,3,2,1,1,0,0,1,2,1,0,1,0,1,1,60825
51,1,4,5,1,0,0,1,1,1,1,1,0,0,0,58775
65,2,3,2,1,0,0,1,3,0,1,0,0,0,0,51125
69,1,3,1,0,0,1,1,2,0,0,0,1,0,0,34175
247,2,1,4,0,1,0,0,2,1,0,0,0,1,0,28175
99,2,3,2,0,0,1,0,3,0,0,0,1,1,0,26175
51,2,3,2,0,1,0,1,2,1,1,0,1,1,0,42975
33,3,3,5,1,0,0,0,2,1,0,0,1,0,0,40525
83,2,0,5,0,0,1,0,2,1,0,0,1,1,0,24025
55,1,4,3,1,0,0,0,1,1,0,1,0,0,0,40125
134,2,4,5,1,0,0,1,1,1,0,1,1,0,0,65550
62,3,4,3,1,0,0,1,2,1,1,0,0,1,0,51300
170,3,3,5,0,0,1,0,1,0,1,1,0,1,1,34750
98,1,2,2,1,0,0,0,2,0,0,1,0,0,1,41700
57,2,1,3,0,1,0,0,3,0,1,1,1,0,0,42875
161,2,2,3,0,1,0,0,3,0,0,0,1,0,0,33225
98,3,3,3,0,1,0,0,2,0,1,0,1,1,0,31650
129,2,1,2,0,0,1,0,1,0,1,1,1,0,1,31425
11,3,1,1,1,0,0,1,2,1,0,0,1,0,0,48475
221,2,2,3,0,0,1,1,2,0,1,1,1,1,0,54225
148,3,4,1,0,1,0,1,1,0,1,1,0,1,0,49950
120,1,2,3,0,0,1,0,1,1,0,0,0,1,0,14500
58,1,2,2,0,0,1,1,2,0,0,1,1,0,0,46150
30,1,4,2,0,1,0,0,2,0,0,1,0,1,0,32500
188,1,0,1,0,1,0,1,3,1,1,0,0,1,0,40450
216,2,1,4,0,0,1,0,1,1,1,0,0,1,0,20150
10,1,2,4,0,1,0,1,3,0,0,1,1,0,0,55950
201,2,4,3,1,0,0,1,2,1,0,0,1,1,0,56475
202,2,0,3,0,1,0,1,2,0,1,1,0,1,0,52800
34,3,1,1,1,0,0,0,2,0,1,0,1,0,0,35050
162,3,0,4,1,0,0,0,3,1,1,1,0,1,1,52300
35,1,2,1,1,0,0,1,1,0,0,0,1,1,0,43075
59,2,4,1,1,0,0,1,2,0,0,1,1,0,1,61925
247,3,1,3,0,0,1,0,1,0,0,1,0,0,1,31425
122,2,1,1,0,0,1,1,1,0,0,1,0,0,1,39300
62,1,4,3,0,0,1,0,2,0,0,1,0,0,1,29550
3,2,2,2,0,0,1,1,1,0,1,0,0,1,0,27825
151,2,1,1,0,0,1,1,3,1,0,0,1,0,0,39975
229,2,3,2,0,0,1,0,1,1,0,0,0,1,0,18225
248,2,0,2,0,0,1,1,3,1,1,1,0,0,1,51450
223,3,0,4,0,1,0,0,3,0,1,0,1,0,1,37275
133,1,1,5,0,1,0,0,1,1,1,1,1,0,1,39025
93,2,4,1,1,0,0,1,1,0,0,0,0,1,1,43075
163,2,0,3,0,0,1,1,1,1,1,1,1,0,1,48025
71,2,1,5,0,1,0,1,3,1,0,1,1,0,1,59725
217,3,2,2,1,0,0,1,3,0,1,0,0,1,1,55675
160,1,2,3,1,0,0,1,3,1,1,0,1,1,1,57200
41,2,2,3,1,0,0,0,3,0,1,0,0,0,0,36025
176,1,0,4,1,0,0,0,3,1,1,1,0,1,1,49650
147,2,3,5,0,0,1,0,3,0,0,1,1,1,1,42875
170,3,1,2,0,1,0,1,3,0,0,1,0,0,0,55250
202,1,4,4,1,0,0,0,2,1,1,1,1,1,1,54250
196,3,3,5,0,0,1,1,3,1,1,1,1,1,1,62100
12,2,4,2,0,0,1,0,3,0,1,1,0,1,0,33300
197,1,4,2,0,0,1,0,1,1,1,0,0,1,0,17925
50,2,1,1,0,0,1,0,2,0,0,1,0,0,1,26000
115,3,2,4,0,1,0,1,2,1,0,1,1,1,1,58325
139,1,4,2,1,0,0,1,2,0,1,0,0,1,0,48725
28,1,1,2,1,0,0,1,3,0,1,0,1,1,0,51650
244,2,4,1,0,1,0,0,3,1,0,1,1,1,1,46300
237,2,3,1,0,1,0,1,1,1,1,0,0,1,1,38425
69,3,2,5,0,1,0,0,1,0,1,1,0,0,0,36475
131,1,1,4,0,1,0,1,3,1,0,1,0,0,0,54025
182,3,1,3,1,0,0,1,1,0,1,0,0,1,0,48300
104,3,2,5,1,0,0,0,2,1,1,0,0,1,0,38350
106,3,1,5,0,0,1,1,1,1,1,0,0,1,1,35150
218,1,2,5,1,0,0,0,1,1,1,1,0,0,1,46450
47,2,1,1,1,0,0,1,3,1,0,0,0,0,1,46925
31,3,0,5,1,0,0,1,2,0,1,1,1,1,0,65975
23,2,0,2,0,0,1,1,1,0,0,1,0,0,1,37325
249,2,3,1,0,0,1,1,1,1,0,0,0,1,0,32475
205,3,0,5,0,0,1,1,3,1,1,0,0,0,0,43875
165,2,0,1,1,0,0,0,2,1,1,1,0,0,1,43625
241,3,2,5,0,0,1,1,3,0,1,0,0,0,0,46025
212,3,4,2,1,0,0,0,2,0,0,1,1,0,0,53500
109,2,0,5,0,1,0,0,3,1,0,1,1,1,0,44925
229,2,4,5,0,1,0,0,1,1,1,0,1,1,1,33425
27,1,2,2,0,0,1,0,2,0,0,1,1,1,0,30375
219,3,0,4,0,1,0,0,1,1,0,0,1,0,1,29175
56,1,4,2,1,0,0,1,3,0,0,1,1,0,1,65100
146,1,4,1,1,0,0,0,2,1,0,1,1,1,0,47850
205,3,2,1,0,0,1,1,2,1,1,1,1,0,0,53075
40,2,3,4,0,0,1,0,3,0,0,0,0,1,0,22750
165,3,0,5,1,0,0,0,2,1,1,1,0,0,1,50125
140,3,3,2,0,0,1,0,1,1,0,0,0,0,1,17500
247,2,4,2,0,0,1,1,2,0,1,0,0,1,0,38925
227,2,4,3,0,0,1,0,1,0,1,1,0,0,0,32925
120,2,2,5,0,0,1,1,1,1,0,1,1,0,0,49700
201,1,3,2,1,0,0,1,1,1,0,0,1,1,0,49475
226,2,4,5,0,1,0,0,2,1,1,0,1,1,0,36850
184,1,2,4,0,1,0,1,1,1,0,1,1,1,1,53550
222,2,1,4,0,0,1,0,3,1,0,1,1,0,1,42250
51,2,3,3,1,0,0,0,3,1,1,0,1,1,0,41725
190,3,2,5,0,1,0,0,3,0,0,0,0,0,0,33500
1,2,0,1,0,1,0,1,3,0,1,0,0,1,1,37025
